纬度,日期,时间,经度,海拔,速度,地面航向
4048.2,100517,'014053,11141.447,1063,014.0,162.6
4048.2,100517,'014054,11141.448,1062,014.2,163.2
4048.2,100517,'014055,11141.450,1062,014.2,163.4
4048.2,100517,'014056,11141.451,1061,013.4,163.6
4048.2,100517,'014057,11141.452,1060,012.4,164.2
4048.2,100517,'014058,11141.453,1060,011.3,164.5
4048.2,100517,'014059,11141.454,1059,008.8,165.1
4048.2,100517,'014100,11141.454,1058,006.4,166.8
4048.2,100517,'014101,11141.454,1058,004.5,175.7
4048.2,100517,'014102,11141.454,1058,003.6,186.3
4048.2,100517,'014103,11141.454,1057,003.1,201.9
4048.2,100517,'014104,11141.453,1057,003.4,220.2
4048.2,100517,'014105,11141.452,1056,003.0,219.9
4048.2,100517,'014106,11141.451,1056,003.5,221.4
4048.2,100517,'014107,11141.450,1055,004.1,224.2
4048.2,100517,'014108,11141.449,1055,004.4,226.4
4048.2,100517,'014109,11141.447,1055,004.6,228.9
4048.2,100517,'014110,11141.445,1054,004.3,256.4
4048.2,100517,'014111,11141.444,1054,004.2,255.0
4048.2,100517,'014112,11141.442,1054,003.0,254.4
4048.2,100517,'014113,11141.442,1053,000.1,254.4
4048.2,100517,'014115,11141.441,1054,000.0,254.4
4048.2,100517,'014115,11141.441,1054,000.0,254.4
4048.2,100517,'014116,11141.441,1054,000.0,254.3
4048.2,100517,'014117,11141.441,1054,000.0,254.4
4048.2,100517,'014118,11141.441,1054,000.0,254.4
4048.2,100517,'014119,11141.441,1054,000.1,254.4
4048.2,100517,'014120,11141.440,1054,000.3,254.4
4048.2,100517,'014121,11141.438,1054,008.0,281.9
4048.2,100517,'014123,11141.430,1053,010.6,281.8
4048.2,100517,'014124,11141.425,1053,010.3,271.1
4048.2,100517,'014124,11141.425,1053,010.3,271.1
4048.2,100517,'014125,11141.421,1053,010.3,256.0
4048.2,100517,'014126,11141.417,1053,009.7,243.6
4048.2,100517,'014127,11141.414,1052,008.9,232.4
4048.2,100517,'014128,11141.412,1052,007.5,222.3
4048.2,100517,'014129,11141.410,1052,006.7,210.5
4048.2,100517,'014130,11141.409,1053,006.3,196.5
4048.2,100517,'014131,11141.408,1053,005.6,176.7
4048.2,100517,'014132,11141.409,1052,006.2,170.5
4048.1,100517,'014133,11141.409,1052,007.8,168.3
4048.1,100517,'014134,11141.410,1052,009.1,168.0
4048.1,100517,'014135,11141.411,1051,010.5,167.2
4048.1,100517,'014136,11141.412,1051,010.8,164.9
4048.1,100517,'014137,11141.413,1051,010.6,162.1
4048.1,100517,'014138,11141.414,1051,010.5,163.2
4048.1,100517,'014140,11141.417,1051,011.8,161.8
4048.1,100517,'014140,11141.417,1050,011.8,161.8
4048.1,100517,'014141,11141.418,1050,012.0,160.1
4048.1,100517,'014142,11141.420,1049,012.6,158.8
4048.1,100517,'014144,11141.423,1049,013.1,158.5
4048.1,100517,'014144,11141.423,1049,013.1,158.5
4048.1,100517,'014145,11141.425,1048,013.1,158.6
4048.1,100517,'014147,11141.427,1048,012.3,166.9
4048.1,100517,'014148,11141.429,1047,013.2,163.4
4048.1,100517,'014148,11141.429,1047,013.2,163.4
4048.1,100517,'014149,11141.430,1046,013.4,162.8
4048.1,100517,'014150,11141.432,1046,013.4,162.1
4048.1,100517,'014151,11141.433,1046,014.2,160.9
4048.1,100517,'014152,11141.435,1046,014.5,160.1
4048.1,100517,'014153,11141.437,1045,013.5,160.2
4048.1,100517,'014154,11141.438,1045,013.0,167.0
4048.1,100517,'014155,11141.440,1045,012.1,166.2
4048.1,100517,'014156,11141.442,1045,012.4,164.3
4048.1,100517,'014157,11141.443,1044,012.2,164.9
4048.1,100517,'014158,11141.444,1044,011.4,163.9
4048.1,100517,'014159,11141.446,1044,011.4,162.8
4048.1,100517,'014200,11141.447,1043,011.4,162.7
4048.1,100517,'014201,11141.448,1043,011.4,162.0
4048.1,100517,'014202,11141.450,1043,011.8,161.3
4048.1,100517,'014203,11141.451,1042,011.8,160.7
4048.0,100517,'014204,11141.452,1042,011.3,161.0
4048.0,100517,'014205,11141.453,1042,010.2,171.4
4048.0,100517,'014206,11141.453,1042,009.4,187.2
4048.0,100517,'014207,11141.452,1041,009.0,199.6
4048.0,100517,'014208,11141.451,1041,008.6,215.7
4048.0,100517,'014209,11141.449,1041,007.8,229.1
4048.0,100517,'014210,11141.446,1041,008.9,243.3
4048.0,100517,'014211,11141.443,1042,009.5,245.2
4048.0,100517,'014213,11141.436,1042,008.2,253.7
4048.0,100517,'014214,11141.433,1042,008.1,252.7
4048.0,100517,'014214,11141.433,1041,008.1,252.7
4048.0,100517,'014215,11141.431,1041,007.7,252.0
4048.0,100517,'014216,11141.428,1041,007.6,248.9
4048.0,100517,'014218,11141.423,1041,007.2,250.0
4048.0,100517,'014218,11141.423,1041,007.2,250.0
4048.0,100517,'014220,11141.419,1041,005.9,251.7
4048.0,100517,'014220,11141.419,1042,005.9,251.7
4048.0,100517,'014221,11141.417,1042,003.9,251.9
4048.0,100517,'014223,11141.414,1042,004.0,258.6
4048.0,100517,'014223,11141.414,1042,004.0,258.6
4048.0,100517,'014224,11141.413,1042,003.7,256.9
4048.0,100517,'014226,11141.411,1042,003.1,253.5
4048.0,100517,'014226,11141.411,1043,003.1,253.5
4048.0,100517,'014228,11141.408,1043,003.9,249.8
4048.0,100517,'014228,11141.408,1044,003.9,249.8
4048.0,100517,'014230,11141.404,1044,003.9,250.6
4048.0,100517,'014231,11141.402,1044,003.3,252.0
4048.0,100517,'014232,11141.401,1045,003.3,255.6
4048.0,100517,'014232,11141.401,1045,003.3,255.6
4048.0,100517,'014233,11141.400,1046,004.3,260.9
4048.0,100517,'014235,11141.400,1046,002.7,354.6
4048.0,100517,'014235,11141.400,1047,002.7,354.6
4048.0,100517,'014237,11141.401,1047,002.7,354.6
4048.0,100517,'014237,11141.401,1047,002.7,354.6
4048.0,100517,'014239,11141.402,1048,002.5,354.6
4048.0,100517,'014239,11141.402,1048,002.5,354.6
4048.0,100517,'014240,11141.403,1048,001.7,354.6
4048.0,100517,'014241,11141.403,1049,001.7,354.6
4048.0,100517,'014242,11141.404,1049,001.6,354.6
4048.0,100517,'014244,11141.405,1049,001.4,354.6
4048.0,100517,'014244,11141.405,1049,001.4,354.6
4048.0,100517,'014245,11141.405,1049,001.5,354.6
4048.0,100517,'014247,11141.407,1049,001.2,354.6
4048.0,100517,'014247,11141.407,1049,001.2,354.6
4048.0,100517,'014249,11141.407,1050,000.4,354.6
4048.0,100517,'014250,11141.407,1050,000.0,354.6
4048.0,100517,'014250,11141.407,1050,000.0,354.6
4048.0,100517,'014252,11141.408,1050,000.0,354.6
4048.0,100517,'014253,11141.408,1050,000.0,354.6
4048.0,100517,'014253,11141.408,1050,000.0,354.6
4048.0,100517,'014255,11141.408,1050,000.0,354.6
4048.0,100517,'014256,11141.408,1050,000.0,354.6
4048.0,100517,'014256,11141.408,1050,000.0,354.6
4048.0,100517,'014258,11141.408,1050,000.0,354.6
4048.0,100517,'014258,11141.408,1050,000.0,354.6
4048.0,100517,'014300,11141.408,1050,000.0,354.6
4048.0,100517,'014300,11141.408,1050,000.0,354.6
4048.0,100517,'014302,11141.408,1050,000.0,354.6
4048.0,100517,'014303,11141.408,1050,000.0,354.6
4048.0,100517,'014303,11141.408,1050,000.0,354.6
4048.0,100517,'014305,11141.408,1050,000.0,354.6
4048.0,100517,'014305,11141.408,1050,000.0,354.6
4048.0,100517,'014306,11141.408,1050,000.0,354.6
4048.0,100517,'014307,11141.408,1050,000.0,354.6
4048.0,100517,'014309,11141.408,1050,000.0,354.6
4048.0,100517,'014310,11141.408,1050,000.0,354.6
4048.0,100517,'014310,11141.408,1050,000.0,354.6
